date time|pos.|scanned|hostname|hasAdminRights|numOpenPortsRequired|maxRam|ramUsed|purchasedByPlayer|moneyAvailable|moneyMax|hackDifficulty|minDifficulty|currentHackingLevel|requiredHackingSkill|depth|files|hackable|serverGrowth|Cores|moneyPercent|serverValue
2024-08-04 13:55:48|0|true|home|true|5|64|18.45|true|1151|0|1.1220000000000168|1|1|1|0|NUKE.exe,b1t_flum3.exe,connect.js,contracts.js,contracts/Algorithmic_Stock_Trader_I.js,contracts/Algorithmic_Stock_Trader_II.js,contracts/Algorithmic_Stock_Trader_III.js,contracts/Algorithmic_Stock_Trader_IV.js,contracts/Array_Jumping_Game.js,contracts/Array_Jumping_Game_II.js,contracts/Compression_I:_RLE_Compression.js,contracts/Compression_II:_LZ_Decompression.js,contracts/Compression_III:_LZ_Compression.js,contracts/Encryption_I:_Caesar_Cipher.js,contracts/Encryption_II:_Vigenère_Cipher.js,contracts/Find_All_Valid_Math_Expressions.js,contracts/Find_Largest_Prime_Factor.js,contracts/Generate_IP_Addresses.js,contracts/HammingCodes:_Encoded_Binary_to_Integer.js,contracts/HammingCodes:_Integer_to_Encoded_Binary.js,contracts/Merge_Overlapping_Intervals.js,contracts/Minimum_Path_Sum_in_a_Triangle.js,contracts/Proper_2-Coloring_of_a_Graph.js,contracts/Sanitize_Parentheses_in_Expression.js,contracts/Shortest_Path_in_a_Grid.js,contracts/Spiralize_Matrix.js,contracts/Subarray_with_Maximum_Sum.js,contracts/Total_Ways_to_Sum.js,contracts/Total_Ways_to_Sum_II.js,contracts/Unique_Paths_in_a_Grid_I.js,contracts/Unique_Paths_in_a_Grid_II.js,contracts/contract_scripts.txt,data/servers.txt,data/servers_current.txt,hack.js,hack_all.js,hack_simple.js,hack_simple_2.js,hack_simple_3.js,hackers-starting-handbook.lit,manager.js,moneyThresholds.txt,periodic_scan.js,print_servers.js,purchase_server.js,scan.js,test.js|false|1|1|NaN|0
2024-08-04 13:55:48|1|true|n00dles|false|0|4|0|false|70000|1750000|1|1|1|1|0||true|3000|1|0.04|5.25
2024-08-04 13:55:48|2|true|foodnstuff|false|0|16|0|false|2000000|50000000|10|3|1|1|0|sector-12-crime.lit|true|5|1|0.04|0.08333333333333333
2024-08-04 13:55:48|3|true|sigma-cosmetics|false|0|16|0|false|2300000|57500000|10|3|1|5|0||false|10|1|0.04|0.19166666666666668
2024-08-04 13:55:48|3.1|true|CSEC|false|1|8|0|false|0|0|1|1|1|57|1|democracy-is-dead.lit|false|1|2|NaN|0
2024-08-04 13:55:48|3.1.1|true|neo-net|false|1|32|0|false|5000000|125000000|25|8|1|50|2|the-hidden-world.lit|false|25|2|0.04|0.78125
2024-08-04 13:55:48|3.1.1.1|true|netlink|false|3|32|0|false|275000000|6875000000|74|25|1|394|3|simulated-reality.lit|false|56|2|0.04|30.8
2024-08-04 13:55:48|3.1.1.1.1|true|summit-uni|false|3|64|0|false|242641626|6066040650|47|16|1|437|4|secret-societies.lit,synthetic-muscles.lit,the-failed-frontier.lit|false|51|4|0.04|77.3420182875
2024-08-04 13:55:48|3.1.1.2|true|avmnite-02h|false|2|64|0|false|0|0|1|1|1|205|3|democracy-is-dead.lit|false|1|4|NaN|0
2024-08-04 13:55:48|3.1.1.2.1|true|catalyst|false|3|16|0|false|436792491|10919812275|70|23|1|421|4|tensions-in-tech-race.lit|false|33|5|0.04|78.33778371195652
2024-08-04 13:55:48|3.1.1.2.1.1|true|lexo-corp|false|4|64|0|false|742361012|18559025300|76|25|1|678|5||false|65|6|0.04|289.52079468
2024-08-04 13:55:48|4|true|joesguns|false|0|16|0|false|2500000|62500000|15|5|1|10|0||false|20|1|0.04|0.25
2024-08-04 13:55:48|4.1|true|zer0|false|1|32|0|false|7500000|187500000|25|8|1|75|1||false|40|1|0.04|0.9375
2024-08-04 13:55:48|4.2|true|nectar-net|false|0|16|0|false|2750000|68750000|20|7|1|20|1||false|25|1|0.04|0.24553571428571427
2024-08-04 13:55:48|4.2.1|true|phantasy|false|2|32|0|false|24000000|600000000|20|7|1|100|2||false|35|2|0.04|6
2024-08-04 13:55:48|4.2.1.1|true|the-hub|false|2|32|0|false|162814585|4070364625|39|13|1|278|3||false|53|2|0.04|33.18912694230769
2024-08-04 13:55:48|4.2.1.1.1|true|rothman-uni|false|3|16|0|false|237069738|5926743450|48|16|1|409|4|secret-societies.lit,tensions-in-tech-race.lit,the-failed-frontier.lit|false|37|5|0.04|68.527971140625
2024-08-04 13:55:48|4.2.1.1.1.1|true|rho-construction|false|3|64|0|false|676444109|16911102725|49|16|1|490|5||false|53|5|0.04|280.0901388828125
2024-08-04 13:55:48|4.2.1.1.2|true|I.I.I.I|false|3|256|0|false|0|0|1|1|1|351|4|democracy-is-dead.lit|false|1|5|NaN|0
2024-08-04 13:55:48|4.2.1.1.2.1|true|aevum-police|false|4|64|0|false|213894530|5347363250|72|24|1|444|5||false|45|5|0.04|50.13153046875
2024-08-04 13:55:48|4.2.1.1.2.1.1|true|global-pharm|false|4|8|0|false|1561159404|39028985100|83|28|1|844|6|A-Green-Tomorrow.lit|false|85|4|0.04|473.9233905
2024-08-04 13:55:48|4.2.1.1.2.1.1.1|true|deltaone|false|5|0|0|false|1321458046|33036451150|85|28|1|853|7||false|56|5|0.04|330.36451150000005
2024-08-04 13:55:48|4.2.1.1.2.1.1.1.1|true|icarus|false|5|0|0|false|978624888|24465622200|86|29|1|887|8||false|86|7|0.04|507.87257118620687
2024-08-04 13:55:48|4.2.1.1.2.1.1.1.2|true|univ-energy|false|4|16|0|false|1126346506|28158662650|85|28|1|802|8||false|90|5|0.04|452.54993544642855
2024-08-04 13:55:48|4.2.1.1.2.1.1.1.2.1|true|infocomm|false|5|0|0|false|757895797|18947394925|85|28|1|946|9||false|58|8|0.04|313.98540161428576
2024-08-04 13:55:48|4.2.1.1.2.1.1.1.2.1.1|true|microdyne|false|5|32|0|false|632400197|15810004925|65|22|1|836|10|contract-404378.cct,synthetic-muscles.lit|false|80|10|0.04|574.90927
2024-08-04 13:55:48|4.2.1.1.2.1.1.1.2.1.1.1|true|stormtech|false|5|0|0|false|1163658861|29091471525|80|27|1|912|11||false|80|7|0.04|603.3786686666666
2024-08-04 13:55:48|4.2.1.1.2.1.1.1.2.1.1.1.1|true|kuai-gong|false|5|0|0|false|25393262578|634831564450|99|33|1|1141|12||false|94|11|0.04|19891.389019433333
2024-08-04 13:55:48|4.2.1.2|true|computek|false|3|0|0|false|236744753|5918618825|56|19|1|305|3|man-and-machine.lit|false|46|2|0.04|28.658575363157897
2024-08-04 13:55:48|4.2.1.2.1|true|zb-institute|false|5|32|0|false|1030124596|25753114900|77|26|1|756|4||false|84|4|0.04|332.80948486153846
2024-08-04 13:55:48|4.2.1.2.1.1|true|millenium-fitness|false|3|32|0|false|250000000|6250000000|48|16|1|501|5||false|39|3|0.04|45.703125
2024-08-04 13:55:48|4.2.1.2.1.1.1|true|galactic-cyber|false|5|0|0|false|766881967|19172049175|60|20|1|846|6||false|89|7|0.04|597.20933180125
2024-08-04 13:55:48|4.2.1.2.1.1.1.1|true|unitalife|false|4|64|0|false|1057328372|26433209300|70|23|1|814|7||false|80|8|0.04|735.5327805217393
